16,16,8,1214
16,16,0,1213
16,16,3,1141
16,16,11,1139
16,16,1,1266
16,16,7,1044
16,16,9,1263
16,16,5,1183
16,16,15,1045
16,16,4,1349
16,16,13,1153
16,16,12,1312
16,16,2,1308
16,16,6,1325
16,16,10,1261
16,16,14,1323
16,32,8,1158
16,32,0,1158
16,32,1,1209
16,32,4,1167
16,32,12,1155
16,32,9,1133
16,32,2,1046
16,32,3,1183
16,32,6,1149
16,32,10,1049
16,32,11,1181
16,32,7,1107
16,32,14,1149
16,32,5,1190
16,32,13,1193
16,32,15,1106
16,64,8,60323
16,64,12,60472
16,64,1,60482
16,64,14,60425
16,64,9,60478
16,64,2,60391
16,64,0,60517
16,64,10,60344
16,64,6,70966
16,64,3,70984
16,64,4,71098
16,64,15,70934
16,64,5,71014
16,64,11,70972
16,64,7,70948
16,64,13,71013
16,128,0,1300
16,128,8,1298
16,128,3,977
16,128,7,957
16,128,5,1055
16,128,1,1061
16,128,4,1200
16,128,9,1059
16,128,11,972
16,128,15,956
16,128,13,1055
16,128,2,1149
16,128,12,1196
16,128,10,1106
16,128,6,1168
16,128,14,1166
16,256,0,1208
16,256,8,1210
16,256,1,1059
16,256,9,1012
16,256,5,1004
16,256,2,1145
16,256,3,1031
16,256,13,1003
16,256,7,1005
16,256,10,1073
16,256,4,1096
16,256,11,1031
16,256,6,1073
16,256,15,1002
16,256,12,1130
16,256,14,1074
16,512,8,1263
16,512,0,1263
16,512,1,1227
16,512,2,1221
16,512,3,1184
16,512,6,1137
16,512,10,1086
16,512,5,1160
16,512,9,1171
16,512,14,1137
16,512,13,1158
16,512,11,1183
16,512,7,1139
16,512,4,1297
16,512,15,1139
16,512,12,1186
16,1024,0,1309
16,1024,1,1128
16,1024,9,1125
16,1024,10,1100
16,1024,5,1087
16,1024,13,1063
16,1024,7,1136
16,1024,6,1146
16,1024,2,1148
16,1024,3,1151
16,1024,15,1137
16,1024,14,1145
16,1024,4,1359
16,1024,11,1151
16,1024,12,1340
16,1024,8,1309
16,2048,0,1290
16,2048,8,1290
16,2048,9,1226
16,2048,4,1274
16,2048,3,1159
16,2048,12,1234
16,2048,11,1155
16,2048,7,1120
16,2048,2,1309
16,2048,15,1084
16,2048,5,1269
16,2048,10,1319
16,2048,6,1330
16,2048,13,1271
16,2048,1,1296
16,2048,14,1249
16,4096,0,1286
16,4096,8,1286
16,4096,1,1229
16,4096,6,1107
16,4096,7,1180
16,4096,3,1171
16,4096,5,1172
16,4096,2,1084
16,4096,4,1253
16,4096,9,1226
16,4096,14,1106
16,4096,15,1183
16,4096,11,1180
16,4096,13,1174
16,4096,10,1079
16,4096,12,1252
16,8192,0,1333
16,8192,8,1346
16,8192,4,1324
16,8192,10,1067
16,8192,3,1269
16,8192,5,1255
16,8192,1,1356
16,8192,7,1253
16,8192,6,1226
16,8192,9,1291
16,8192,15,1252
16,8192,14,1225
16,8192,12,1209
16,8192,2,1067
16,8192,11,1269
16,8192,13,1257
16,16384,0,1397
16,16384,8,1393
16,16384,1,1307
16,16384,7,1151
16,16384,5,1343
16,16384,6,1184
16,16384,4,1264
16,16384,3,1185
16,16384,10,1208
16,16384,9,1307
16,16384,15,1152
16,16384,13,1270
16,16384,14,1191
16,16384,12,1183
16,16384,11,1193
16,16384,2,1223
16,32768,1,1567
16,32768,9,1519
16,32768,0,1753
16,32768,5,1481
16,32768,13,1481
16,32768,3,1653
16,32768,12,1749
16,32768,10,1622
16,32768,2,1773
16,32768,11,1641
16,32768,4,1757
16,32768,14,1651
16,32768,6,1670
16,32768,15,1647
16,32768,7,1762
16,32768,8,2151
16,65536,0,2012
16,65536,3,1756
16,65536,11,1735
16,65536,5,1848
16,65536,9,1910
16,65536,7,1692
16,65536,1,1982
16,65536,15,1699
16,65536,2,1810
16,65536,6,1914
16,65536,4,2006
16,65536,13,1850
16,65536,14,1915
16,65536,12,1904
16,65536,10,1820
16,65536,8,2028
16,131072,0,2780
16,131072,1,2639
16,131072,3,2586
16,131072,7,2475
16,131072,2,2464
16,131072,9,2650
16,131072,11,2567
16,131072,15,2481
16,131072,10,2456
16,131072,13,2627
16,131072,4,2689
16,131072,6,2598
16,131072,5,2640
16,131072,12,2776
16,131072,14,2599
16,131072,8,2826
16,262144,0,4003
16,262144,3,3827
16,262144,1,3955
16,262144,7,3766
16,262144,13,3841
16,262144,2,3847
16,262144,11,3829
16,262144,8,4186
16,262144,5,3897
16,262144,6,3867
16,262144,10,3794
16,262144,15,3753
16,262144,9,4055
16,262144,14,3966
16,262144,4,3940
16,262144,12,3905
16,524288,0,6649
16,524288,3,6577
16,524288,8,6860
16,524288,7,6579
16,524288,2,6712
16,524288,4,6726
16,524288,11,6606
16,524288,5,6716
16,524288,6,6694
16,524288,10,6732
16,524288,1,6736
16,524288,9,6741
16,524288,13,6710
16,524288,12,6957
16,524288,15,6798
16,524288,14,6890
16,1048576,0,12199
16,1048576,1,12264
16,1048576,12,12233
16,1048576,11,12179
16,1048576,13,12182
16,1048576,15,12196
16,1048576,3,12204
16,1048576,10,12218
16,1048576,7,12351
16,1048576,2,12456
16,1048576,6,12427
16,1048576,8,12527
16,1048576,5,12438
16,1048576,14,12912
16,1048576,9,12973
16,1048576,4,13209
