










8,4
8,8
8,16
9,32
9,64
12,128
8,256
9,512
9,1024
16,2048
23,4096
71,8192
106,16384
181,32768
486,65536
979,131072
992,262144
4328,524288
8773,1048576

5,1
4,2
4,4
4,8
4,16
4,32
4,64
5,128
5,256
5,512
5,1024
16,2048
879,4096
28,8192
60,16384
116,32768
232,65536
1384,131072
1916,262144
4403,524288
9421,1048576

5,1
3,2
4,4
4,8
4,16
4,32
4,64
5,128
4,256
4,512
4,1024
8,2048
15,4096
30,8192
56,16384
112,32768
1108,65536
446,131072
2493,262144
4721,524288
9464,1048576

5,1
4,2
4,4
3,8
4,16
4,32
4,64
4,128
5,256
5,512
4,1024
8,2048
15,4096
29,8192
56,16384
117,32768
222,65536
1296,131072
1943,262144
5022,524288
8830,1048576

4,1
4,2
3,4
4,8
4,16
4,32
4,64
4,128
5,256
7,512
5,1024
8,2048
16,4096
30,8192
58,16384
989,32768
227,65536
1389,131072
1911,262144
4374,524288
8840,1048576

5,1
4,2
4,4
4,8
4,16
4,32
10,64
4,128
4,256
4,512
5,1024
8,2048
15,4096
38,8192
889,16384
116,32768
225,65536
1391,131072
2482,262144
3806,524288
9789,1048576

5,1
4,2
4,4
4,8
3,16
4,32
5,64
5,128
5,256
5,512
5,1024
8,2048
15,4096
29,8192
61,16384
116,32768
223,65536
1284,131072
1847,262144
5069,524288
8871,1048576

4,1
4,2
4,4
4,8
4,16
4,32
4,64
5,128
4,256
5,512
4,1024
9,2048
15,4096
28,8192
62,16384
930,32768
230,65536
1403,131072
1914,262144
4380,524288
9116,1048576

4,1
4,2
4,4
4,8
4,16
4,32
4,64
4,128
4,256
5,512
5,1024
8,2048
16,4096
31,8192
56,16384
112,32768
1076,65536
445,131072
2861,262144
4368,524288
9153,1048576

4,1
4,2
4,4
4,8
4,16
4,32
5,64
4,128
4,256
4,512
5,1024
11,2048
16,4096
29,8192
56,16384
113,32768
1069,65536
440,131072
2849,262144
4453,524288
8822,1048576

